,title,id,vote_count,vote_average,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1519,The Quick and the Dead,12106,427,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1520,Laws of Attraction,11141,104,5.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1521,Bringing Out the Dead,8649,225,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,Repo Men,31867,620,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1523,Dragon Wars: D-War,10253,104,4.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1524,Bogus,3587,44,5.4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1525,The Incredible Burt Wonderstone,124459,724,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,Cats Don't Dance,24662,24,7.1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1527,Cradle Will Rock,32274,18,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,The Good German,182,86,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
1529,George and the Dragon,5494,13,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,Apocalypse Now,28,2055,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1531,Going the Distance,38073,262,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1532,Mr. Holland's Opus,2054,113,6.9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1533,Criminal,302156,557,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,Out of Africa,606,279,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,Flight,87502,2415,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,Moonraker,698,541,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1537,The Grand Budapest Hotel,120467,4519,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,Hearts in Atlantis,11313,131,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1539,Arachnophobia,6488,433,6.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1540,Frequency,10559,462,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1541,Vacation,296099,1195,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,Get Shorty,8012,302,6.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1543,Chicago,1574,677,6.9,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1544,Big Daddy,9032,875,6.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,American Pie 2,2770,1344,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1546,Toy Story,862,5269,7.7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,Speed,1637,1783,6.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,The Vow,72570,1293,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1549,Extraordinary Measures,27569,89,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,Remember the Titans,10637,821,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,The Hunt for Red October,1669,957,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1552,The Butler,132363,1101,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,DodgeBall: A True Underdog Story,9472,981,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,The Addams Family,2907,848,6.7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1555,Ace Ventura: When Nature Calls,9273,1099,6.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,The Princess Diaries,9880,1023,6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1557,The First Wives Club,2925,166,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,Se7en,807,5765,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1559,District 9,17654,3382,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1560,The SpongeBob SquarePants Movie,11836,574,6.7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1561,Mystic River,322,1422,7.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1562,Million Dollar Baby,70,2439,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Analyze This,9535,503,6.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,The Notebook,11036,3067,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1565,27 Dresses,6557,978,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1566,Hannah Montana: The Movie,18126,449,6.0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1567,Rugrats in Paris: The Movie,16340,100,6.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1568,The Prince of Tides,10333,56,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1569,Legends of the Fall,4476,619,7.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1570,Up in the Air,22947,1205,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1571,About Schmidt,2755,362,6.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,Warm Bodies,82654,2652,6.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1573,Looper,59967,4697,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1574,Down to Earth,16300,95,4.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1575,Babe,9598,733,6.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1576,Hope Springs,82696,284,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1577,Forgetting Sarah Marshall,9870,1172,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1578,Four Brothers,8292,607,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,Baby Mama,8780,205,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,Hope Floats,9715,81,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,Bride Wars,10521,856,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,Without a Paddle,10762,214,5.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1583,13 Going on 30,10096,1204,6.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1584,Midnight in Paris,59436,1990,7.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1585,The Nut Job,227783,319,5.5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1586,Blow,4133,1317,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,Message in a Bottle,10207,196,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,Star Trek V: The Final Frontier,172,376,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1589,Like Mike,21972,100,5.7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1590,The Naked Gun 33⅓: The Final Insult,36593,521,6.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,A View to a Kill,707,506,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1592,The Curse of the Were-Rabbit,533,643,6.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1593,P.S. I Love You,6023,977,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1594,Racing Stripes,6439,123,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Atonement,4347,1049,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1596,Letters to Juliet,37056,796,6.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1597,Black Rain,4105,243,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1598,The Three Stooges,76489,140,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,Corpse Bride,3933,1894,7.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1600,Glory Road,9918,144,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Sicario,273481,2416,7.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1602,Southpaw,307081,2067,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Drag Me to Hell,16871,966,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1604,The Age of Adaline,293863,1990,7.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1605,Secondhand Lions,13156,260,6.9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1606,Step Up 3D,41233,582,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1607,Blue Crush,9266,159,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,Stranger Than Fiction,1262,721,7.1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1609,30 Days of Night,4513,767,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1610,The Cabin in the Woods,22970,2263,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1611,Meet the Spartans,7278,359,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,Midnight Run,9013,238,7.2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,The Running Man,865,703,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1614,Little Shop of Horrors,10776,384,6.6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1615,Hanna,50456,1263,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1616,Mortal Kombat: Annihilation,9823,221,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1617,Larry Crowne,59861,359,5.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1618,Carrie,133805,1463,5.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1619,Take the Lead,12763,162,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1620,Gridiron Gang,9766,206,6.5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,What's the Worst That Could Happen?,14034,66,5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,9,12244,1262,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1623,Side Effects,109421,1323,6.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1624,The Prince & Me,11137,278,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1625,Winnie the Pooh,51162,258,6.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1626,Dumb and Dumberer: When Harry Met Lloyd,10152,210,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,Bulworth,9452,66,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,Get on Up,239566,158,6.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1629,One True Thing,53113,27,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,Virtuosity,9271,163,5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1631,My Super Ex-Girlfriend,4474,442,4.8,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1632,Deliver Us from Evil,184346,690,5.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1633,Sanctum,48340,339,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1634,Little Black Book,14846,112,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1635,The Five-Year Engagement,72207,457,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,Mr. 3000,16232,66,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,The Next Three Days,43539,905,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1638,Ultraviolet,9920,458,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1639,Assault on Precinct 13,8978,311,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1640,The Replacement Killers,11702,127,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1641,Fled,18550,47,5.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1642,Eight Legged Freaks,8869,295,5.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1643,Love & Other Drugs,43347,1233,6.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1644,88 Minutes,3489,313,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1645,North Country,9701,125,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,The Whole Ten Yards,2122,278,5.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1647,Splice,37707,671,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1648,Howard the Duck,10658,221,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1649,Pride and Glory,13150,240,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1650,The Cave,9042,202,5.1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1651,Alex & Emma,17813,68,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1652,Wicker Park,11208,157,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1653,Fright Night,58151,603,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1654,The New World,11400,330,6.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1655,Wing Commander,10350,72,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1656,In Dreams,28902,44,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1657,Dragonball Evolution,14164,462,2.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1658,The Last Stand,76640,1266,5.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1659,Godsend,11058,114,4.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1660,Chasing Liberty,14844,152,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1661,Hoodwinked Too! Hood VS. Evil,57089,131,4.8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1662,An Unfinished Life,1947,161,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,The Imaginarium of Doctor Parnassus,8054,869,6.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1664,Barney's Version,46829,129,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Runner Runner,146238,543,5.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1666,Antitrust,9989,153,5.8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Glory,9665,383,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1668,Once Upon a Time in America,311,1069,8.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Dead Man Down,102362,638,5.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1670,The Merchant of Venice,11162,144,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1671,The Good Thief,6016,31,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1672,Supercross,17186,29,5.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1673,Miss Potter,13967,141,6.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1674,The Promise,2008,29,5.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1675,DOA: Dead or Alive,9053,205,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1676,The Assassination of Jesse James by the Coward Robert Ford,4512,776,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1677,1911,76349,41,5.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1678,Little Nicholas,31203,306,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,Wild Card,265208,656,5.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1680,Machine Gun Preacher,45610,286,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1681,Animals United,50135,90,5.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1682,Goodbye Bafana,1874,38,7.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1683,United Passions,271331,16,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,Grace of Monaco,215211,195,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1685,Savva. Heart of the Warrior,367961,7,6.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,Ripley's Game,10955,69,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,Sausage Party,223702,2238,5.6,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1688,Pitch Perfect 2,254470,1940,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1689,Walk the Line,69,718,7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1690,Keeping the Faith,4967,159,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,The Borrowers,9449,135,5.8,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1692,Frost/Nixon,11499,328,7.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1693,Confessions of a Dangerous Mind,4912,275,6.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1694,Serving Sara,12771,85,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1695,The Boss,323676,431,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Cry Freedom,12506,51,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,Mumford,24071,26,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1698,Seed of Chucky,11249,287,4.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1699,The Jacket,9667,455,6.8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1700,Aladdin,812,3416,7.4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1701,Straight Outta Compton,277216,1355,7.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1702,Indiana Jones and the Temple of Doom,87,2781,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,The Rugrats Movie,14444,147,5.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1704,Along Came a Spider,2043,400,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1705,Florence Foster Jenkins,315664,392,6.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,Once Upon a Time in Mexico,1428,594,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,Die Hard,562,3948,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,Role Models,15373,564,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,The Big Short,318846,2607,7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Taking Woodstock,26320,127,6.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,Miracle,14292,159,7.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1712,Dawn of the Dead,924,1016,6.8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1713,The Wedding Planner,2018,427,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,Space Pirate Captain Harlock,192577,356,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1715,The Royal Tenenbaums,9428,1286,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Identity,2832,1061,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1717,Last Vegas,137093,799,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,For Your Eyes Only,699,490,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,Serendipity,9778,521,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1720,Timecop,8831,282,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1721,Zoolander,9398,1337,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Safe Haven,112949,823,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1723,Hocus Pocus,10439,471,6.4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1724,No Reservations,3638,327,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,Kick-Ass,23483,4645,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,30 Minutes or Less,62206,531,5.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,Dracula 2000,10577,148,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1728,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,493,6.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1729,Pride & Prejudice,4348,1358,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1730,Blade Runner,78,3509,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1731,Rob Roy,11780,148,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,3 Days to Kill,192102,883,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1733,We Own the Night,2001,323,6.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1734,Lost Souls,10383,38,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1735,Winged Migration,11516,49,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Just My Luck,10025,491,5.8,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1737,"Mystery, Alaska",15198,69,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,The Spy Next Door,23172,345,5.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1739,A Simple Wish,17834,46,5.5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1740,Ghosts of Mars,10016,296,4.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1741,Our Brand Is Crisis,10317,195,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Pride and Prejudice and Zombies,58431,640,5.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1743,Kundun,9746,91,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,How to Lose Friends & Alienate People,13092,244,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1745,Kick-Ass 2,59859,2224,6.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Alatriste,13495,61,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Brick Mansions,254473,615,5.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
